Genotype	KC	Fix	pop$	FID$
Z003E0104	307.853279745265	1	NAMRIL	Z003
Z003E0105	221.127614277904	1	NAMRIL	Z003
Z003E0106	204.370856622606	1	NAMRIL	Z003
Z003E0107	231.20492433086	1	NAMRIL	Z003
Z003E0108	108.147962746358	1	NAMRIL	Z003
Z003E0109	206.579140215508	1	NAMRIL	Z003
Z003E0110	246.142567885667	1	NAMRIL	Z003
Z003E0111	185.868986276964	1	NAMRIL	Z003
Z003E0112	178.9304841185	1	NAMRIL	Z003
Z003E0113	221.521718212374	1	NAMRIL	Z003
Z003E0114	243.972980140094	1	NAMRIL	Z003
Z003E0115	217.798854387993	1	NAMRIL	Z003
Z003E0116	108.945287171825	1	NAMRIL	Z003
Z003E0117	259.397021520453	1	NAMRIL	Z003
Z003E0118	175.19678995389	1	NAMRIL	Z003
Z003E0119	304.804985431828	1	NAMRIL	Z003
Z003E0120	369.992891534156	1	NAMRIL	Z003
Z003E0121	307.802238093096	1	NAMRIL	Z003
Z003E0122	248.58004443717	1	NAMRIL	Z003
Z003E0123	311.268834139979	1	NAMRIL	Z003
Z003E0124	268.764816690888	1	NAMRIL	Z003
Z003E0125	184.826624653318	1	NAMRIL	Z003
Z003E0126	167.234593374725	1	NAMRIL	Z003
Z003E0127	269.389749280292	1	NAMRIL	Z003
Z003E0128	213.809337143063	1	NAMRIL	Z003
Z003E0129	252.942998571756	1	NAMRIL	Z003
Z003E0130	291.653699696223	1	NAMRIL	Z003
Z003E0131	172.098119235781	1	NAMRIL	Z003
Z003E0132	283.23329538687	1	NAMRIL	Z003
Z003E0133	292.501582125372	1	NAMRIL	Z003
Z003E0134	268.851851076173	1	NAMRIL	Z003
Z003E0135	285.972129143463	1	NAMRIL	Z003
Z003E0136	202.589605851794	1	NAMRIL	Z003
Z003E0137	177.79828091356	1	NAMRIL	Z003
Z003E0138	216.850290380032	1	NAMRIL	Z003
Z003E0139	140.729542259075	1	NAMRIL	Z003
Z003E0140	179.628689473798	1	NAMRIL	Z003
Z003E0141	177.359987435326	1	NAMRIL	Z003
Z003E0142	264.281295860307	1	NAMRIL	Z003
Z003E0143	202.471084576563	1	NAMRIL	Z003
Z003E0144	199.865738580636	1	NAMRIL	Z003
Z003E0145	273.334845812407	1	NAMRIL	Z003
Z003E0146	200.711139582843	1	NAMRIL	Z003
Z003E0147	233.955158196667	1	NAMRIL	Z003
Z003E0148	241.647715130925	1	NAMRIL	Z003
Z003E0149	320.84625537585	1	NAMRIL	Z003
Z003E0150	205.207755165188	1	NAMRIL	Z003
Z003E0151	174.085784969746	1	NAMRIL	Z003
Z003E0152	309.496253106934	1	NAMRIL	Z003
Z003E0153	280.372226650095	1	NAMRIL	Z003
Z003E0154	242.059763198781	1	NAMRIL	Z003
Z003E0155	287.969464629233	1	NAMRIL	Z003
Z003E0156	258.037289306823	1	NAMRIL	Z003
Z003E0157	201.390839374865	1	NAMRIL	Z003
Z003E0158	228.685759392865	1	NAMRIL	Z003
Z003E0159	287.365548960819	1	NAMRIL	Z003
Z003E0160	250.265578085803	1	NAMRIL	Z003
Z003E0161	256.144570151742	1	NAMRIL	Z003
Z003E0162	200.54162805735	1	NAMRIL	Z003
Z003E0163	298.670235117103	1	NAMRIL	Z003
Z003E0164	335.748560767763	1	NAMRIL	Z003
Z003E0165	216.220396951125	1	NAMRIL	Z003
Z003E0166	212.556091330416	1	NAMRIL	Z003
Z003E0167	136.225164514947	1	NAMRIL	Z003
Z003E0168	208.159142223951	1	NAMRIL	Z003
Z003E0169	250.396219128289	1	NAMRIL	Z003
Z003E0170	253.087696885474	1	NAMRIL	Z003
Z003E0171	271.294829627951	1	NAMRIL	Z003
Z003E0172	210.202066325825	1	NAMRIL	Z003
Z003E0173	166.534455798955	1	NAMRIL	Z003
Z003E0174	255.669196167986	1	NAMRIL	Z003
Z003E0175	248.443828485185	1	NAMRIL	Z003
Z003E0176	268.002290381751	1	NAMRIL	Z003
Z003E0177	89.7721918516376	1	NAMRIL	Z003
Z003E0178	253.766700485606	1	NAMRIL	Z003
Z003E0179	256.10587241493	1	NAMRIL	Z003
Z003E0180	354.14670038003	1	NAMRIL	Z003
Z003E0181	232.682366585003	1	NAMRIL	Z003
Z003E0182	234.103919721667	1	NAMRIL	Z003
Z003E0183	236.377536900612	1	NAMRIL	Z003
Z003E0184	187.210106628274	1	NAMRIL	Z003
Z003E0185	159.148533988504	1	NAMRIL	Z003
Z003E0186	210.400450881311	1	NAMRIL	Z003
Z003E0187	395.061885744905	1	NAMRIL	Z003
Z003E0188	184.893662154107	1	NAMRIL	Z003
Z003E0189	255.460020327456	1	NAMRIL	Z003
Z003E0190	218.068052263567	1	NAMRIL	Z003
Z003E0191	266.651455014156	1	NAMRIL	Z003
Z003E0192	109.007356904211	1	NAMRIL	Z003
Z003E0193	325.006813749746	1	NAMRIL	Z003
Z003E0194	153.557637990141	1	NAMRIL	Z003
Z003E0195	225.555379266899	1	NAMRIL	Z003
Z003E0196	214.585508049377	1	NAMRIL	Z003
Z003E0197	219.414735401976	1	NAMRIL	Z003
Z003E0198	325.419694417996	1	NAMRIL	Z003
Z003E0199	444.576697837741	1	NAMRIL	Z003
Z003E0200	394.2675257985	1	NAMRIL	Z003
Z003E0201	331.499750824722	1	NAMRIL	Z003
Z003E0202	229.236400216522	1	NAMRIL	Z003
Z003E0212	124.447225841144	1	NAMRIL	Z003
Z003E0220	95.8925587448297	1	NAMRIL	Z003
Z004E0001	372.505670384247	1	NAMRIL	Z004
Z004E0002	415.840962437097	1	NAMRIL	Z004
Z004E0003	322.79048363068	1	NAMRIL	Z004
Z004E0004	451.964556149737	1	NAMRIL	Z004
Z004E0005	288.96053045275	1	NAMRIL	Z004
Z004E0006	244.873627915641	1	NAMRIL	Z004
Z004E0007	183.969797364155	1	NAMRIL	Z004
Z004E0008	302.313166005325	1	NAMRIL	Z004
Z004E0009	331.05195502674	1	NAMRIL	Z004
Z004E0010	386.409553919424	1	NAMRIL	Z004
Z004E0011	275.771952181757	1	NAMRIL	Z004
Z004E0012	247.265174960291	1	NAMRIL	Z004
Z004E0013	262.869702199879	1	NAMRIL	Z004
Z004E0014	329.219429741323	1	NAMRIL	Z004
Z004E0015	307.335698829559	1	NAMRIL	Z004
Z004E0016	256.752678640002	1	NAMRIL	Z004
Z004E0017	397.701032211141	1	NAMRIL	Z004
Z004E0018	385.137876564304	1	NAMRIL	Z004
Z004E0019	300.24837861668	1	NAMRIL	Z004
Z004E0020	639.206252478007	1	NAMRIL	Z004
Z004E0021	353.669720751962	1	NAMRIL	Z004
Z004E0022	380.196843813014	1	NAMRIL	Z004
Z004E0023	377.420982603212	1	NAMRIL	Z004
Z004E0024	384.294042152483	1	NAMRIL	Z004
Z004E0025	327.895051797509	1	NAMRIL	Z004
Z004E0026	200.183378857801	1	NAMRIL	Z004
Z004E0027	378.455334975744	1	NAMRIL	Z004
Z004E0028	264.65773752608	1	NAMRIL	Z004
Z004E0029	395.163171308546	1	NAMRIL	Z004
Z004E0030	381.606460447075	1	NAMRIL	Z004
Z004E0031	297.166645451359	1	NAMRIL	Z004
Z004E0032	408.380233829603	1	NAMRIL	Z004
Z004E0033	194.135364320689	1	NAMRIL	Z004
Z004E0034	346.686635588467	1	NAMRIL	Z004
Z004E0035	234.411722920102	1	NAMRIL	Z004
Z004E0036	306.930089278424	1	NAMRIL	Z004
Z004E0037	288.429255384082	1	NAMRIL	Z004
Z004E0038	184.526702778925	1	NAMRIL	Z004
Z004E0039	215.135716161167	1	NAMRIL	Z004
Z004E0040	343.379601798498	1	NAMRIL	Z004
Z004E0041	425.475905172874	1	NAMRIL	Z004
Z004E0042	321.858037711636	1	NAMRIL	Z004
Z004E0043	400.435601447763	1	NAMRIL	Z004
Z004E0044	286.583289991217	1	NAMRIL	Z004
Z004E0045	295.940119982585	1	NAMRIL	Z004
Z004E0046	337.613885941691	1	NAMRIL	Z004
Z004E0047	316.58383565937	1	NAMRIL	Z004
Z004E0048	426.725322270288	1	NAMRIL	Z004
Z004E0049	394.826147925213	1	NAMRIL	Z004
Z004E0050	296.63141197585	1	NAMRIL	Z004
Z004E0051	273.618701524526	1	NAMRIL	Z004
Z004E0052	330.285252200756	1	NAMRIL	Z004
Z004E0053	294.602491312465	1	NAMRIL	Z004
Z004E0054	454.664547059697	1	NAMRIL	Z004
Z004E0055	313.739350154271	1	NAMRIL	Z004
Z004E0056	287.507096243524	1	NAMRIL	Z004
Z004E0057	229.040903243686	1	NAMRIL	Z004
Z004E0058	427.873768108725	1	NAMRIL	Z004
Z004E0059	303.649874064313	1	NAMRIL	Z004
Z004E0060	339.141362382076	1	NAMRIL	Z004
Z004E0061	419.267908607781	1	NAMRIL	Z004
Z004E0062	337.346044833744	1	NAMRIL	Z004
Z004E0063	399.986226348542	1	NAMRIL	Z004
Z004E0064	206.052487772102	1	NAMRIL	Z004
Z004E0065	288.246690961645	1	NAMRIL	Z004
Z004E0066	249.619344132063	1	NAMRIL	Z004
Z004E0067	378.197677172507	1	NAMRIL	Z004
Z004E0068	307.887449449746	1	NAMRIL	Z004
Z004E0069	389.964205282452	1	NAMRIL	Z004
Z004E0070	394.111482615746	1	NAMRIL	Z004
Z004E0071	300.421389086322	1	NAMRIL	Z004
Z004E0072	285.536042079158	1	NAMRIL	Z004
Z004E0073	249.347359677631	1	NAMRIL	Z004
Z004E0074	381.604740005173	1	NAMRIL	Z004
Z004E0075	249.472621490765	1	NAMRIL	Z004
Z004E0076	307.477256888846	1	NAMRIL	Z004
Z004E0077	425.52545057064	1	NAMRIL	Z004
Z004E0078	405.768643424956	1	NAMRIL	Z004
Z004E0079	251.952965260726	1	NAMRIL	Z004
Z004E0080	289.122008799864	1	NAMRIL	Z004
Z004E0081	262.231887432284	1	NAMRIL	Z004
Z004E0082	287.406376518525	1	NAMRIL	Z004
Z004E0083	323.903574644517	1	NAMRIL	Z004
Z004E0084	339.78522365365	1	NAMRIL	Z004
Z004E0085	194.275837084788	1	NAMRIL	Z004
Z004E0086	272.471687494348	1	NAMRIL	Z004
Z004E0087	322.448395846848	1	NAMRIL	Z004
Z004E0088	224.633043617852	1	NAMRIL	Z004
Z004E0089	287.624587097774	1	NAMRIL	Z004
Z004E0090	272.069511443351	1	NAMRIL	Z004
Z004E0091	290.402273693476	1	NAMRIL	Z004
Z004E0092	225.258004543728	1	NAMRIL	Z004
Z004E0093	291.591560457546	1	NAMRIL	Z004
Z004E0094	291.223021361636	1	NAMRIL	Z004
Z004E0095	258.40502997473	1	NAMRIL	Z004
Z004E0096	348.393040180384	1	NAMRIL	Z004
Z004E0097	242.369785195251	1	NAMRIL	Z004
Z004E0098	400.936936579154	1	NAMRIL	Z004
Z004E0099	330.198140120473	1	NAMRIL	Z004
Z004E0100	360.101798197803	1	NAMRIL	Z004
Z004E0101	307.327414950595	1	NAMRIL	Z004
Z004E0102	246.282042848121	1	NAMRIL	Z004
Z004E0103	310.382718986687	1	NAMRIL	Z004
Z004E0104	205.46837885407	1	NAMRIL	Z004
Z004E0105	385.043307526582	1	NAMRIL	Z004
Z004E0106	199.841695565529	1	NAMRIL	Z004
Z004E0107	237.374504838943	1	NAMRIL	Z004
Z004E0108	317.110976436471	1	NAMRIL	Z004
Z004E0109	298.355970665481	1	NAMRIL	Z004
Z004E0110	273.834125949416	1	NAMRIL	Z004
Z004E0111	232.123091235443	1	NAMRIL	Z004
Z004E0112	245.672283000248	1	NAMRIL	Z004
Z004E0113	244.423679806671	1	NAMRIL	Z004
Z004E0114	218.248987949796	1	NAMRIL	Z004
Z004E0115	269.574483345132	1	NAMRIL	Z004
Z004E0116	293.75740348095	1	NAMRIL	Z004
Z004E0117	348.746499878325	1	NAMRIL	Z004
Z004E0118	324.50926283457	1	NAMRIL	Z004
Z004E0119	377.691492793722	1	NAMRIL	Z004
Z004E0120	253.323110689311	1	NAMRIL	Z004
Z004E0121	385.045325069755	1	NAMRIL	Z004
Z004E0122	298.7890805329	1	NAMRIL	Z004
Z004E0123	304.843144911792	1	NAMRIL	Z004
Z004E0124	282.706383327035	1	NAMRIL	Z004
Z004E0125	391.655743107632	1	NAMRIL	Z004
Z004E0126	352.665675921319	1	NAMRIL	Z004
Z004E0127	217.053823411044	1	NAMRIL	Z004
Z004E0128	315.52175418221	1	NAMRIL	Z004
Z004E0129	286.897803345737	1	NAMRIL	Z004
Z004E0130	301.319084900963	1	NAMRIL	Z004
Z004E0131	301.447252538621	1	NAMRIL	Z004
Z004E0132	331.38321815302	1	NAMRIL	Z004
Z004E0133	236.377006840555	1	NAMRIL	Z004
Z004E0134	243.565348591661	1	NAMRIL	Z004
Z004E0135	220.124647957872	1	NAMRIL	Z004
Z004E0136	348.57452362286	1	NAMRIL	Z004
Z004E0137	322.614355656798	1	NAMRIL	Z004
Z004E0138	287.172829990162	1	NAMRIL	Z004
Z004E0139	287.46341417407	1	NAMRIL	Z004
Z004E0140	308.642202491787	1	NAMRIL	Z004
Z004E0141	219.813426533517	1	NAMRIL	Z004
Z004E0142	315.381780221648	1	NAMRIL	Z004
Z004E0143	335.14348700278	1	NAMRIL	Z004
Z004E0144	217.104817688225	1	NAMRIL	Z004
Z004E0145	302.439863686302	1	NAMRIL	Z004
Z004E0146	331.381553808229	1	NAMRIL	Z004
Z004E0147	304.985811735354	1	NAMRIL	Z004
Z004E0148	246.280819840256	1	NAMRIL	Z004
Z004E0149	245.681412410128	1	NAMRIL	Z004
Z004E0150	263.865376962621	1	NAMRIL	Z004
Z004E0151	285.97945102969	1	NAMRIL	Z004
Z004E0152	226.33028701166	1	NAMRIL	Z004
Z004E0153	308.193312474538	1	NAMRIL	Z004
Z004E0154	305.341494208675	1	NAMRIL	Z004
Z004E0155	422.938811920448	1	NAMRIL	Z004
Z004E0156	273.516318568368	1	NAMRIL	Z004
Z004E0157	258.608478777445	1	NAMRIL	Z004
Z004E0158	247.559725803696	1	NAMRIL	Z004
Z004E0159	351.354759206441	1	NAMRIL	Z004
Z004E0160	353.265512969245	1	NAMRIL	Z004
Z004E0161	210.470211668281	1	NAMRIL	Z004
Z004E0162	362.65647277924	1	NAMRIL	Z004
Z004E0163	277.405629300533	1	NAMRIL	Z004
Z004E0164	271.183775173241	1	NAMRIL	Z004
Z004E0165	226.820269649464	1	NAMRIL	Z004
Z004E0166	256.159752825696	1	NAMRIL	Z004
Z004E0167	347.38524819303	1	NAMRIL	Z004
Z004E0168	272.014741967215	1	NAMRIL	Z004
Z004E0169	245.049088419517	1	NAMRIL	Z004
Z004E0170	271.573843062791	1	NAMRIL	Z004
Z004E0171	221.840938663583	1	NAMRIL	Z004
Z004E0172	179.430472312566	1	NAMRIL	Z004
Z004E0173	161.283542408981	1	NAMRIL	Z004
Z004E0174	230.513920409566	1	NAMRIL	Z004
Z004E0175	270.43609483683	1	NAMRIL	Z004
Z004E0176	160.119256266744	1	NAMRIL	Z004
Z004E0177	467.989486049242	1	NAMRIL	Z004
Z004E0178	281.379367049238	1	NAMRIL	Z004
Z004E0179	245.465973538671	1	NAMRIL	Z004
Z004E0180	337.581511739739	1	NAMRIL	Z004
Z004E0181	513.666275422771	1	NAMRIL	Z004
Z004E0182	260.306072543384	1	NAMRIL	Z004
Z004E0183	340.555897933193	1	NAMRIL	Z004
Z004E0184	166.810670780566	1	NAMRIL	Z004
Z004E0185	247.075636811353	1	NAMRIL	Z004
Z004E0186	222.660301125327	1	NAMRIL	Z004
Z004E0187	287.220484749521	1	NAMRIL	Z004
Z004E0188	335.284943078718	1	NAMRIL	Z004
Z004E0189	297.124573181289	1	NAMRIL	Z004
Z004E0190	316.459201357317	1	NAMRIL	Z004
Z004E0191	316.801582797545	1	NAMRIL	Z004
Z004E0192	322.202886627798	1	NAMRIL	Z004
Z004E0193	329.445192022647	1	NAMRIL	Z004
Z004E0194	267.087848141071	1	NAMRIL	Z004
Z004E0195	261.530136803306	1	NAMRIL	Z004
Z004E0196	227.023432668999	1	NAMRIL	Z004
Z004E0197	289.058929585541	1	NAMRIL	Z004
Z004E0198	451.058705973126	1	NAMRIL	Z004
Z004E0199	430.696382042264	1	NAMRIL	Z004
Z004E0200	321.735030382225	1	NAMRIL	Z004
Z004E0201	351.961171856726	1	NAMRIL	Z004
Z004E0202	191.913705212612	1	NAMRIL	Z004
Z004E0208	160.388934220692	1	NAMRIL	Z004
Z004E0232	420.781594420641	1	NAMRIL	Z004
Z005E0001	378.417204008938	1	NAMRIL	Z005
Z005E0002	345.3645416625	1	NAMRIL	Z005
Z005E0003	172.627362441201	1	NAMRIL	Z005
Z005E0004	279.803478451334	1	NAMRIL	Z005
Z005E0005	210.765557296956	1	NAMRIL	Z005
Z005E0006	106.638328159567	1	NAMRIL	Z005
Z005E0007	309.897589032753	1	NAMRIL	Z005
Z005E0008	215.4192002249	1	NAMRIL	Z005
Z005E0009	281.506068660578	1	NAMRIL	Z005
Z005E0010	339.101804016604	1	NAMRIL	Z005
Z005E0011	223.343812028684	1	NAMRIL	Z005
Z005E0012	242.343990788326	1	NAMRIL	Z005
Z005E0013	352.862914176216	1	NAMRIL	Z005
Z005E0014	225.987808396883	1	NAMRIL	Z005
Z005E0015	283.734418364081	1	NAMRIL	Z005
Z005E0016	223.615345380763	1	NAMRIL	Z005
Z005E0017	296.571437035549	1	NAMRIL	Z005
Z005E0018	269.674415281572	1	NAMRIL	Z005
Z005E0019	252.250909725651	1	NAMRIL	Z005
Z005E0020	319.963261844171	1	NAMRIL	Z005
Z005E0021	203.333559846765	1	NAMRIL	Z005
Z005E0022	188.886479105464	1	NAMRIL	Z005
Z005E0023	179.295962979056	1	NAMRIL	Z005
Z005E0024	418.954532473388	1	NAMRIL	Z005
Z005E0025	277.044555737949	1	NAMRIL	Z005
Z005E0026	302.635061515011	1	NAMRIL	Z005
Z005E0027	234.59329645533	1	NAMRIL	Z005
Z005E0028	245.428440092624	1	NAMRIL	Z005
Z005E0029	277.011851110719	1	NAMRIL	Z005
Z005E0030	320.151312425481	1	NAMRIL	Z005
Z005E0031	250.212061490239	1	NAMRIL	Z005
Z005E0032	299.2561349246	1	NAMRIL	Z005
Z005E0033	276.515446320371	1	NAMRIL	Z005
Z005E0034	246.754226186635	1	NAMRIL	Z005
Z005E0035	279.475660524464	1	NAMRIL	Z005
Z005E0036	162.313598518433	1	NAMRIL	Z005
Z005E0037	245.37405084889	1	NAMRIL	Z005
Z005E0038	193.643394666642	1	NAMRIL	Z005
Z005E0039	270.993846763458	1	NAMRIL	Z005
Z005E0040	180.082892488775	1	NAMRIL	Z005
Z005E0041	237.771293945275	1	NAMRIL	Z005
Z005E0042	266.84828467135	1	NAMRIL	Z005
Z005E0043	311.722429611065	1	NAMRIL	Z005
Z005E0044	258.455341443575	1	NAMRIL	Z005
Z005E0045	157.866536284065	1	NAMRIL	Z005
Z005E0046	331.419902346318	1	NAMRIL	Z005
Z005E0047	313.160062555294	1	NAMRIL	Z005
Z005E0048	332.334743807217	1	NAMRIL	Z005
Z005E0049	242.770035014392	1	NAMRIL	Z005
Z005E0050	201.750446633656	1	NAMRIL	Z005
Z005E0051	202.065642521711	1	NAMRIL	Z005
Z005E0052	289.000377396713	1	NAMRIL	Z005
Z005E0053	308.70076257985	1	NAMRIL	Z005
Z005E0054	202.16026037647	1	NAMRIL	Z005
Z005E0055	217.267636634618	1	NAMRIL	Z005
Z005E0056	234.428568721118	1	NAMRIL	Z005
Z005E0057	347.678266634985	1	NAMRIL	Z005
Z005E0058	199.089398879373	1	NAMRIL	Z005
Z005E0059	140.839940742489	1	NAMRIL	Z005
Z005E0060	240.207010183829	1	NAMRIL	Z005
Z005E0061	293.916599840264	1	NAMRIL	Z005
Z005E0062	264.118552175684	1	NAMRIL	Z005
Z005E0063	254.620725183562	1	NAMRIL	Z005
Z005E0064	306.28548743753	1	NAMRIL	Z005
Z005E0065	289.849950913824	1	NAMRIL	Z005
Z005E0066	188.84868949695	1	NAMRIL	Z005
Z005E0068	238.991498790873	1	NAMRIL	Z005
Z005E0069	258.454225266599	1	NAMRIL	Z005
Z005E0070	218.940605114771	1	NAMRIL	Z005
Z005E0071	259.127913308342	1	NAMRIL	Z005
Z005E0072	126.459043572775	1	NAMRIL	Z005
Z005E0073	157.302802333441	1	NAMRIL	Z005
Z005E0074	319.650177163439	1	NAMRIL	Z005
Z005E0075	263.608715843287	1	NAMRIL	Z005
Z005E0076	193.44353070826	1	NAMRIL	Z005
Z005E0077	134.206453109416	1	NAMRIL	Z005
Z005E0078	198.138762077144	1	NAMRIL	Z005
Z005E0079	295.380230922805	1	NAMRIL	Z005
Z005E0080	311.785556916358	1	NAMRIL	Z005
Z005E0081	286.477836000543	1	NAMRIL	Z005
Z005E0082	250.2670171435	1	NAMRIL	Z005
Z005E0083	226.158923592574	1	NAMRIL	Z005
Z005E0084	187.434803250413	1	NAMRIL	Z005
Z005E0085	226.800107253993	1	NAMRIL	Z005
Z005E0086	353.252238443794	1	NAMRIL	Z005
Z005E0087	285.919156116373	1	NAMRIL	Z005
Z005E0088	254.465407242221	1	NAMRIL	Z005
Z005E0089	232.675714890739	1	NAMRIL	Z005
Z005E0090	206.21444844581	1	NAMRIL	Z005
Z005E0091	461.120322771766	1	NAMRIL	Z005
Z005E0092	292.47279282759	1	NAMRIL	Z005
Z005E0093	252.929914831039	1	NAMRIL	Z005
Z005E0094	315.346044161428	1	NAMRIL	Z005
Z005E0095	268.591295971822	1	NAMRIL	Z005
Z005E0096	277.454893095365	1	NAMRIL	Z005
Z005E0097	297.774789486255	1	NAMRIL	Z005
Z005E0098	111.765679159025	1	NAMRIL	Z005
Z005E0099	234.369205727932	1	NAMRIL	Z005
Z005E0100	318.749967341452	1	NAMRIL	Z005
Z005E0101	188.801147644643	1	NAMRIL	Z005
Z005E0102	295.475490854845	1	NAMRIL	Z005
Z005E0103	284.408877295054	1	NAMRIL	Z005
Z005E0104	189.116316503182	1	NAMRIL	Z005
Z005E0105	323.943027267278	1	NAMRIL	Z005
Z005E0106	256.489305026602	1	NAMRIL	Z005
Z005E0107	325.809780648433	1	NAMRIL	Z005
Z005E0108	271.69760449263	1	NAMRIL	Z005
Z005E0109	323.481603061346	1	NAMRIL	Z005
Z005E0110	224.735670857779	1	NAMRIL	Z005
Z005E0111	275.197731009363	1	NAMRIL	Z005
Z005E0112	260.505471338745	1	NAMRIL	Z005
Z005E0113	227.736093772187	1	NAMRIL	Z005
Z005E0114	221.711163536019	1	NAMRIL	Z005
Z005E0115	162.76089001886	1	NAMRIL	Z005
Z005E0116	211.428303095342	1	NAMRIL	Z005
Z005E0117	189.614891453136	1	NAMRIL	Z005
Z005E0118	328.828744751874	1	NAMRIL	Z005
Z005E0119	362.566782456805	1	NAMRIL	Z005
Z005E0120	187.179396897428	1	NAMRIL	Z005
Z005E0121	272.341916939025	1	NAMRIL	Z005
Z005E0122	245.251938181519	1	NAMRIL	Z005
Z005E0123	342.957070044527	1	NAMRIL	Z005
Z005E0124	153.529900320839	1	NAMRIL	Z005
Z005E0125	266.157870816565	1	NAMRIL	Z005
Z005E0126	294.966779001788	1	NAMRIL	Z005
Z005E0127	224.996719423953	1	NAMRIL	Z005
Z005E0128	247.483040186678	1	NAMRIL	Z005
Z005E0129	318.892906541431	1	NAMRIL	Z005
Z005E0130	179.98547388746	1	NAMRIL	Z005
Z005E0131	320.438210281645	1	NAMRIL	Z005
Z005E0132	387.460786314144	1	NAMRIL	Z005
Z005E0133	382.730243749082	1	NAMRIL	Z005
Z005E0134	430.528556630729	1	NAMRIL	Z005
Z005E0135	249.127718088881	1	NAMRIL	Z005
Z005E0136	243.179275114692	1	NAMRIL	Z005
Z005E0137	292.550682192686	1	NAMRIL	Z005
Z005E0138	222.065194794193	1	NAMRIL	Z005
Z005E0139	243.997121404645	1	NAMRIL	Z005
Z005E0140	417.855353330743	1	NAMRIL	Z005
Z005E0141	259.703395046081	1	NAMRIL	Z005
Z005E0142	284.635779052097	1	NAMRIL	Z005
Z005E0143	186.822688310983	1	NAMRIL	Z005
Z005E0144	247.373047976333	1	NAMRIL	Z005
Z005E0145	310.90231737183	1	NAMRIL	Z005
Z005E0146	338.081463127057	1	NAMRIL	Z005
Z005E0147	221.193089017539	1	NAMRIL	Z005
Z005E0148	184.480142069213	1	NAMRIL	Z005
Z005E0149	273.308095697926	1	NAMRIL	Z005
Z005E0150	296.81297903593	1	NAMRIL	Z005
Z005E0151	172.997339343455	1	NAMRIL	Z005
Z005E0152	164.046222974598	1	NAMRIL	Z005
Z005E0153	191.915725314368	1	NAMRIL	Z005
Z005E0154	275.804715024163	1	NAMRIL	Z005
Z005E0155	256.979897182743	1	NAMRIL	Z005
Z005E0156	378.222490522912	1	NAMRIL	Z005
Z005E0157	160.211296861052	1	NAMRIL	Z005
Z005E0158	247.1810408578	1	NAMRIL	Z005
Z005E0159	335.324408467185	1	NAMRIL	Z005
Z005E0160	256.01174577942	1	NAMRIL	Z005
Z005E0161	303.035591121306	1	NAMRIL	Z005
Z005E0162	347.738425373549	1	NAMRIL	Z005
Z005E0163	197.73365733123	1	NAMRIL	Z005
Z005E0164	183.202257121321	1	NAMRIL	Z005
Z005E0165	334.985720693762	1	NAMRIL	Z005
Z005E0166	269.008820944191	1	NAMRIL	Z005
Z005E0167	215.776202043212	1	NAMRIL	Z005
Z005E0168	288.473890083996	1	NAMRIL	Z005
Z005E0169	225.331022757724	1	NAMRIL	Z005
Z005E0170	402.847012303696	1	NAMRIL	Z005
Z005E0171	291.898932842965	1	NAMRIL	Z005
Z005E0172	291.488797701094	1	NAMRIL	Z005
Z005E0173	339.512556556523	1	NAMRIL	Z005
Z005E0174	330.066488199847	1	NAMRIL	Z005
Z005E0175	259.444063533243	1	NAMRIL	Z005
Z005E0176	226.755877460219	1	NAMRIL	Z005
Z005E0177	349.635361984563	1	NAMRIL	Z005
Z005E0178	197.166937708151	1	NAMRIL	Z005
Z005E0179	257.333010613095	1	NAMRIL	Z005
Z005E0180	260.330158667409	1	NAMRIL	Z005
Z005E0181	189.630104219528	1	NAMRIL	Z005
Z005E0182	386.015410858797	1	NAMRIL	Z005
Z005E0183	224.204457896748	1	NAMRIL	Z005
Z005E0184	356.520671317991	1	NAMRIL	Z005
Z005E0185	198.768455599471	1	NAMRIL	Z005
Z005E0186	266.820427605936	1	NAMRIL	Z005
Z005E0187	236.386281054301	1	NAMRIL	Z005
Z005E0188	490.497132097525	1	NAMRIL	Z005
Z005E0189	268.022663039195	1	NAMRIL	Z005
Z005E0190	244.764507472455	1	NAMRIL	Z005
Z005E0191	196.469956313196	1	NAMRIL	Z005
Z005E0192	183.75326076231	1	NAMRIL	Z005
Z005E0193	265.993962828738	1	NAMRIL	Z005
Z005E0194	194.235630836399	1	NAMRIL	Z005
Z005E0195	336.095468431366	1	NAMRIL	Z005
Z005E0196	375.933992417878	1	NAMRIL	Z005
Z005E0197	311.8063868231	1	NAMRIL	Z005
Z005E0198	229.062101232001	1	NAMRIL	Z005
Z005E0199	360.860567356631	1	NAMRIL	Z005
Z005E0200	199.059464601048	1	NAMRIL	Z005
Z005E0201	374.072673228981	1	NAMRIL	Z005
Z005E0202	201.374608821508	1	NAMRIL	Z005
Z005E0210	591.154424538642	1	NAMRIL	Z005
Z005E0211	225.385193769391	1	NAMRIL	Z005
Z005E0212	227.865963000171	1	NAMRIL	Z005
Z005E0233	318.124734930067	1	NAMRIL	Z005
Z005E0249	267.393740777881	1	NAMRIL	Z005
Z005E0267	391.820264075386	1	NAMRIL	Z005
Z005E0269	258.945859907369	1	NAMRIL	Z005
Z005E0270	124.377867762122	1	NAMRIL	Z005
Z006E0001	256.082798818753	1	NAMRIL	Z006
Z006E0002	279.284393585983	1	NAMRIL	Z006
Z006E0003	384.173214701116	1	NAMRIL	Z006
